================================================================================
TRAINING STATE SUMMARY
================================================================================
Step: 550
--------------------------------------------------------------------------------
Optimizer State
Optimizer: param_groups = 1
  Group 0: lr=9.066667e-06
           betas=(0.9, 0.999)
           weight_decay=0.01
Optimizer: parameter_states = 504
--------------------------------------------------------------------------------
Scheduler State
Scheduler: last_epoch = 68
--------------------------------------------------------------------------------
Loss History: 551 entries
Index        Step          Loss            LR
  257         257      2.865269  4.266667e-06
  258         258      2.849930  4.266667e-06
  259         259      3.234499  4.266667e-06
  260         260      3.468790  4.266667e-06
  261         261      3.627038  4.266667e-06
  262         262      2.869437  4.266667e-06
  263         263      3.114997  4.400000e-06
  264         264      2.770027  4.400000e-06
  265         265      3.924133  4.400000e-06
  266         266      3.978944  4.400000e-06
  267         267      2.870892  4.400000e-06
  268         268      3.137364  4.400000e-06
  269         269      2.880707  4.400000e-06
  270         270      3.220393  4.400000e-06
  271         271      3.211942  4.533333e-06
  272         272      3.179882  4.533333e-06
  273         273      3.421983  4.533333e-06
  274         274      3.826146  4.533333e-06
  275         275      3.166486  4.533333e-06
  276         276      3.981041  4.533333e-06
  277         277      2.824856  4.533333e-06
  278         278      3.313904  4.533333e-06
  279         279      3.054065  4.666667e-06
  280         280      3.905919  4.666667e-06
  281         281      2.743450  4.666667e-06
  282         282      3.010812  4.666667e-06
  283         283      2.687203  4.666667e-06
  284         284      2.799872  4.666667e-06
  285         285      2.995519  4.666667e-06
  286         286      3.314088  4.666667e-06
  287         287      3.718292  4.800000e-06
  288         288      3.876240  4.800000e-06
  289         289      2.974543  4.800000e-06
  290         290      2.598364  4.800000e-06
  291         291      3.175472  4.800000e-06
  292         292      3.230091  4.800000e-06
  293         293      3.159899  4.800000e-06
  294         294      2.658929  4.800000e-06
  295         295      3.662036  4.933333e-06
  296         296      3.428449  4.933333e-06
  297         297      3.490786  4.933333e-06
  298         298      3.677801  4.933333e-06
  299         299      3.346908  4.933333e-06
  300         300      3.017337  4.933333e-06
  301         301      2.721437  4.933333e-06
  302         302      2.670913  4.933333e-06
  303         303      2.815044  5.066667e-06
  304         304      3.220410  5.066667e-06
  305         305      2.972594  5.066667e-06
  306         306      3.218833  5.066667e-06
  307         307      2.533399  5.066667e-06
  308         308      3.986673  5.066667e-06
  309         309      3.989291  5.066667e-06
  310         310      3.480125  5.066667e-06
  311         311      3.510062  5.200000e-06
  312         312      2.758223  5.200000e-06
  313         313      2.588074  5.200000e-06
  314         314      3.166157  5.200000e-06
  315         315      3.517186  5.200000e-06
  316         316      3.405623  5.200000e-06
  317         317      3.004963  5.200000e-06
  318         318      2.747428  5.200000e-06
  319         319      3.133373  5.333333e-06
  320         320      2.840330  5.333333e-06
  321         321      3.364847  5.333333e-06
  322         322      2.907045  5.333333e-06
  323         323      3.484261  5.333333e-06
  324         324      2.733018  5.333333e-06
  325         325      3.075370  5.333333e-06
  326         326      2.705144  5.333333e-06
  327         327      2.617969  5.466667e-06
  328         328      3.186674  5.466667e-06
  329         329      2.829161  5.466667e-06
  330         330      2.695472  5.466667e-06
  331         331      3.297763  5.466667e-06
  332         332      2.721416  5.466667e-06
  333         333      3.575021  5.466667e-06
  334         334      2.759069  5.466667e-06
  335         335      2.928800  5.600000e-06
  336         336      2.853605  5.600000e-06
  337         337      2.526819  5.600000e-06
  338         338      2.570738  5.600000e-06
  339         339      2.651279  5.600000e-06
  340         340      2.506098  5.600000e-06
  341         341      3.602032  5.600000e-06
  342         342      3.663851  5.600000e-06
  343         343      3.269879  5.733333e-06
  344         344      2.665313  5.733333e-06
  345         345      2.564128  5.733333e-06
  346         346      2.702797  5.733333e-06
  347         347      3.400660  5.733333e-06
  348         348      2.781643  5.733333e-06
  349         349      2.585475  5.733333e-06
  350         350      3.724991  5.733333e-06
  351         351      3.028071  5.866667e-06
  352         352      3.339043  5.866667e-06
  353         353      2.552391  5.866667e-06
  354         354      2.730989  5.866667e-06
  355         355      2.839228  5.866667e-06
  356         356      2.807011  5.866667e-06
  357         357      3.341722  5.866667e-06
  358         358      3.279813  5.866667e-06
  359         359      3.196603  6.000000e-06
  360         360      2.437102  6.000000e-06
  361         361      3.023742  6.000000e-06
  362         362      2.724804  6.000000e-06
  363         363      2.475716  6.000000e-06
  364         364      2.535900  6.000000e-06
  365         365      2.508317  6.000000e-06
  366         366      2.517061  6.000000e-06
  367         367      2.486355  6.133333e-06
  368         368      3.017085  6.133333e-06
  369         369      2.453187  6.133333e-06
  370         370      2.756147  6.133333e-06
  371         371      3.047192  6.133333e-06
  372         372      2.713003  6.133333e-06
  373         373      3.742457  6.133333e-06
  374         374      2.636485  6.133333e-06
  375         375      2.585811  6.266667e-06
  376         376      2.507347  6.266667e-06
  377         377      3.192522  6.266667e-06
  378         378      2.594891  6.266667e-06
  379         379      3.245291  6.266667e-06
  380         380      2.720928  6.266667e-06
  381         381      2.759970  6.266667e-06
  382         382      3.571954  6.266667e-06
  383         383      2.750062  6.400000e-06
  384         384      2.527580  6.400000e-06
  385         385      2.398550  6.400000e-06
  386         386      3.292930  6.400000e-06
  387         387      2.644394  6.400000e-06
  388         388      3.129310  6.400000e-06
  389         389      3.184972  6.400000e-06
  390         390      2.712561  6.400000e-06
  391         391      3.128511  6.533333e-06
  392         392      2.348645  6.533333e-06
  393         393      2.524152  6.533333e-06
  394         394      2.438901  6.533333e-06
  395         395      2.647098  6.533333e-06
  396         396      3.001886  6.533333e-06
  397         397      3.523066  6.533333e-06
  398         398      2.647720  6.533333e-06
  399         399      2.508672  6.666667e-06
  400         400      2.734728  6.666667e-06
  401         401      2.845309  6.666667e-06
  402         402      2.386413  6.666667e-06
  403         403      3.195375  6.666667e-06
  404         404      2.750065  6.666667e-06
  405         405      2.435008  6.666667e-06
  406         406      2.324288  6.666667e-06
  407         407      3.227614  6.800000e-06
  408         408      2.913201  6.800000e-06
  409         409      2.587927  6.800000e-06
  410         410      2.455382  6.800000e-06
  411         411      2.889876  6.800000e-06
  412         412      3.123970  6.800000e-06
  413         413      3.194736  6.800000e-06
  414         414      2.511306  6.800000e-06
  415         415      3.208703  6.933333e-06
  416         416      3.006244  6.933333e-06
  417         417      2.512540  6.933333e-06
  418         418      3.313738  6.933333e-06
  419         419      2.559420  6.933333e-06
  420         420      2.257556  6.933333e-06
  421         421      2.597299  6.933333e-06
  422         422      3.232449  6.933333e-06
  423         423      2.487980  7.066667e-06
  424         424      2.437677  7.066667e-06
  425         425      2.259080  7.066667e-06
  426         426      2.456934  7.066667e-06
  427         427      2.544310  7.066667e-06
  428         428      2.399405  7.066667e-06
  429         429      3.005585  7.066667e-06
  430         430      2.721979  7.066667e-06
  431         431      2.304035  7.200000e-06
  432         432      2.957199  7.200000e-06
  433         433      2.451598  7.200000e-06
  434         434      2.751691  7.200000e-06
  435         435      2.226917  7.200000e-06
  436         436      2.740931  7.200000e-06
  437         437      2.490227  7.200000e-06
  438         438      3.124516  7.200000e-06
  439         439      2.987605  7.333333e-06
  440         440      2.245837  7.333333e-06
  441         441      2.913059  7.333333e-06
  442         442      2.261132  7.333333e-06
  443         443      2.838753  7.333333e-06
  444         444      2.409756  7.333333e-06
  445         445      3.028144  7.333333e-06
  446         446      2.755386  7.333333e-06
  447         447      2.231576  7.466667e-06
  448         448      2.432670  7.466667e-06
  449         449      2.391429  7.466667e-06
  450         450      2.414005  7.466667e-06
  451         451      2.617478  7.466667e-06
  452         452      2.421619  7.466667e-06
  453         453      2.757690  7.466667e-06
  454         454      2.329421  7.466667e-06
  455         455      3.023323  7.600000e-06
  456         456      2.314015  7.600000e-06
  457         457      2.193900  7.600000e-06
  458         458      2.342618  7.600000e-06
  459         459      2.380008  7.600000e-06
  460         460      2.238240  7.600000e-06
  461         461      2.325368  7.600000e-06
  462         462      2.239381  7.600000e-06
  463         463      2.396894  7.733333e-06
  464         464      2.279766  7.733333e-06
  465         465      2.469164  7.733333e-06
  466         466      2.339081  7.733333e-06
  467         467      2.910898  7.733333e-06
  468         468      2.172609  7.733333e-06
  469         469      2.132494  7.733333e-06
  470         470      2.264448  7.733333e-06
  471         471      2.278511  7.866667e-06
  472         472      2.334714  7.866667e-06
  473         473      2.175581  7.866667e-06
  474         474      2.644925  7.866667e-06
  475         475      3.008884  7.866667e-06
  476         476      2.844720  7.866667e-06
  477         477      2.193877  7.866667e-06
  478         478      2.279435  7.866667e-06
  479         479      2.065742  8.000000e-06
  480         480      2.399704  8.000000e-06
  481         481      2.183425  8.000000e-06
  482         482      2.234618  8.000000e-06
  483         483      2.333338  8.000000e-06
  484         484      2.944502  8.000000e-06
  485         485      2.312982  8.000000e-06
  486         486      2.412657  8.000000e-06
  487         487      2.201445  8.133333e-06
  488         488      2.418970  8.133333e-06
  489         489      2.041614  8.133333e-06
  490         490      2.613967  8.133333e-06
  491         491      2.119074  8.133333e-06
  492         492      2.553411  8.133333e-06
  493         493      2.186783  8.133333e-06
  494         494      2.468535  8.133333e-06
  495         495      2.478360  8.266667e-06
  496         496      2.216667  8.266667e-06
  497         497      2.471386  8.266667e-06
  498         498      2.194576  8.266667e-06
  499         499      2.562461  8.266667e-06
  500         500      2.103761  8.266667e-06
  501         501      2.855622  8.266667e-06
  502         502      2.643856  8.266667e-06
  503         503      2.383175  8.400000e-06
  504         504      2.119477  8.400000e-06
  505         505      2.164454  8.400000e-06
  506         506      2.108415  8.400000e-06
  507         507      1.972543  8.400000e-06
  508         508      2.471985  8.400000e-06
  509         509      2.053644  8.400000e-06
  510         510      2.401262  8.400000e-06
  511         511      1.955781  8.533333e-06
  512         512      2.148176  8.533333e-06
  513         513      2.604863  8.533333e-06
  514         514      1.983466  8.533333e-06
  515         515      2.660545  8.533333e-06
  516         516      2.628016  8.533333e-06
  517         517      2.225708  8.533333e-06
  518         518      2.204753  8.533333e-06
  519         519      2.088706  8.666667e-06
  520         520      2.543129  8.666667e-06
  521         521      1.946181  8.666667e-06
  522         522      2.307088  8.666667e-06
  523         523      1.993898  8.666667e-06
  524         524      1.968635  8.666667e-06
  525         525      2.168014  8.666667e-06
  526         526      2.039452  8.666667e-06
  527         527      2.148064  8.800000e-06
  528         528      2.088095  8.800000e-06
  529         529      2.696490  8.800000e-06
  530         530      2.105472  8.800000e-06
  531         531      2.397672  8.800000e-06
  532         532      2.063005  8.800000e-06
  533         533      2.511688  8.800000e-06
  534         534      2.622199  8.800000e-06
  535         535      2.060449  8.933333e-06
  536         536      2.575522  8.933333e-06
  537         537      2.315916  8.933333e-06
  538         538      2.040591  8.933333e-06
  539         539      2.070008  8.933333e-06
  540         540      2.514389  8.933333e-06
  541         541      2.516056  8.933333e-06
  542         542      2.017047  8.933333e-06
  543         543      2.005032  9.066667e-06
  544         544      2.358032  9.066667e-06
  545         545      1.989325  9.066667e-06
  546         546      1.866512  9.066667e-06
  547         547      1.914210  9.066667e-06
  548         548      2.027729  9.066667e-06
  549         549      1.838862  9.066667e-06
  550         550      2.088124  9.066667e-06

Initial loss: 3.922399 | Final loss: 2.088124 | Improvement: 1.834275
--------------------------------------------------------------------------------
Eval Loss History: 11 entries
Index        Step      Val Loss
    0          50      3.798718
    1         100      3.773403
    2         150      3.689400
    3         200      3.503919
    4         250      3.313677
    5         300      3.128141
    6         350      2.937045
    7         400      2.702658
    8         450      2.507101
    9         500      2.306069
   10         550      2.096693
================================================================================
